Phone Number,Spam Classification,Caller Type,Number of Reports,Call Frequency,Location,Time of Call,Duration (seconds),User Review,Confidence Score (%),Last Report Date,Reported by Verified Users,Conversation Text
9719283606,Not Spam,None,0,0,Bangalore,Evening,278,Business call,12,2024-03-15,False,About your recent service request.
7591260979,Not Spam,None,0,0,Unknown,Morning,306,Genuine call,29,2024-03-01,False,This is your delivery service.
7674065819,Spam,Survey,12,1,Pune,Morning,410,Unwanted sales,60,2024-12-24,False,Your opinion matters to us.
6900722875,Not Spam,None,0,0,Ahmedabad,Night,981,Business call,30,2024-06-05,False,This is about your recent purchase.
9486258144,Not Spam,None,0,0,Pune,Morning,143,Normal call,36,2025-01-20,True,Following up on your inquiry.
6310336964,Not Spam,Service,0,0,Delhi,Evening,556,Expected call,42,2024-03-02,False,This is your delivery service.
9771334785,Not Spam,Business,0,1,Bangalore,Evening,27,Genuine call,13,2024-02-05,False,This is your delivery service.
6658185640,Not Spam,None,0,0,Unknown,Night,354,Helpful service,50,2024-12-21,False,This is your delivery service.
6913274704,Not Spam,Personal,0,0,Pune,Morning,66,Normal call,33,2024-07-07,False,Calling from your doctor's office.
9924202439,Spam,Survey,4,2,Unknown,Morning,169,Suspicious call,60,2024-07-04,False,We're gathering customer feedback.
6295854850,Not Spam,None,0,0,Kolkata,Evening,324,Helpful service,51,2024-12-24,False,"Hi, this is regarding your job application."
6144726138,Spam,Telemarketer,5,3,Ahmedabad,Morning,294,Telemarketing spam,62,2024-09-05,True,Special discount available only today!
7077985555,Spam,Fraudulent Service,7,1,Unknown,Evening,201,Telemarketing spam,68,2024-07-02,True,Urgent action required on your account.
7858341293,Not Spam,Personal,0,3,Ahmedabad,Afternoon,21,Expected call,27,2024-03-04,False,This is your bank calling to verify a transaction.
7395147308,Not Spam,Service,0,0,Pune,Night,92,Genuine call,51,2024-03-11,True,Calling from your doctor's office.
8853598335,Spam,Survey,2,1,Unknown,Night,33,Annoying call,75,2024-08-10,False,Important information about your service.
6477357303,Not Spam,Business,0,1,Hyderabad,Morning,130,Expected call,36,2024-09-20,False,This is your delivery service.
9815653023,Not Spam,None,0,0,Pune,Night,400,Important call,31,2024-11-09,True,"Hi, this is regarding your job application."
8182274199,Not Spam,Personal,0,0,Unknown,Afternoon,377,Important call,37,2024-09-17,False,This is your delivery service.
8631669032,Not Spam,Business,0,0,Kolkata,Evening,207,Expected call,28,2024-11-15,False,Calling regarding your recent inquiry.
7125407603,Spam,Survey,9,2,Unknown,Night,512,Telemarketing spam,58,2024-09-24,True,Can you spare 5 minutes for a survey?
6571501720,Not Spam,Business,0,0,Bangalore,Afternoon,570,Genuine call,40,2024-06-05,True,This is your delivery service.
7142821449,Not Spam,None,0,0,Unknown,Night,238,OK,25,2024-05-03,False,Following up on your inquiry.
9570192803,Not Spam,Personal,0,0,Chennai,Night,1127,Genuine call,38,2024-09-13,False,This is about your recent purchase.
8010412312,Not Spam,None,0,0,Hyderabad,Morning,71,Important call,32,2024-11-12,True,This is your bank calling to verify a transaction.
6330140443,Not Spam,Business,0,0,Jaipur,Afternoon,793,OK,23,2024-12-11,False,"Hi, this is regarding your job application."
9648727714,Not Spam,None,0,0,Kolkata,Afternoon,354,Normal call,19,2024-02-21,False,Your requested callback about the service issue.
6415690201,Not Spam,Business,0,1,Bangalore,Morning,553,Business call,35,2024-09-10,True,Following up on your inquiry.
6174176953,Not Spam,Service,0,0,Unknown,Evening,490,Business call,47,2024-10-23,True,This is your bank calling to verify a transaction.
7237873859,Not Spam,None,0,0,Kolkata,Afternoon,985,Expected call,34,2024-09-18,False,This is your delivery service.
6047080289,Not Spam,Business,0,0,Kolkata,Evening,92,Important call,34,2024-12-06,False,This is your delivery service.
7132628309,Not Spam,Business,0,0,Delhi,Morning,214,OK,22,2024-04-12,False,This is a follow-up call.
9058837885,Spam,Survey,15,1,Unknown,Afternoon,338,Possible spam,56,2024-01-30,False,Would you like to participate in a quick survey?
6535442776,Not Spam,Personal,0,0,Bangalore,Afternoon,414,Business call,28,2024-12-23,False,Your requested callback about the service issue.
9194119654,Not Spam,None,0,0,Hyderabad,Afternoon,257,Genuine call,23,2024-10-02,False,This is your delivery service.
8012359977,Spam,Survey,1,1,Chennai,Afternoon,660,Suspicious call,73,2024-09-15,False,Can you spare 5 minutes for a survey?
6690767405,Not Spam,Personal,0,0,Mumbai,Afternoon,598,OK,17,2024-08-12,False,This is your bank calling to verify a transaction.
6385297452,Not Spam,Service,0,1,Bangalore,Night,252,Important call,14,2024-05-28,True,"Hi, this is regarding your job application."
8986645846,Spam,Scammer,10,1,Jaipur,Morning,958,Annoying call,50,2024-08-09,False,We're calling about your account.
8718864394,Not Spam,Business,0,1,Chennai,Evening,96,Genuine call,17,2024-02-15,False,Following up on your inquiry.
7250221678,Not Spam,Personal,0,0,Delhi,Night,379,Expected call,34,2024-08-26,False,"Hello, this is about your subscription."
8149178128,Not Spam,Service,0,0,Ahmedabad,Evening,255,Helpful service,18,2024-11-13,False,Calling from your doctor's office.
8644971623,Not Spam,Service,0,0,Pune,Night,113,Genuine call,25,2024-04-22,True,"Hello, calling to confirm your appointment."
7584265114,Not Spam,Service,0,0,Kolkata,Night,464,OK,38,2024-10-07,False,This is your bank calling to verify a transaction.
9183188096,Not Spam,None,0,0,Pune,Morning,32,Helpful service,19,2024-12-24,False,"Hi, this is regarding your job application."
7171152147,Not Spam,Business,0,0,Unknown,Morning,63,Helpful service,38,2024-08-18,False,"Hello, calling to confirm your appointment."
7832005411,Not Spam,Service,0,0,Pune,Evening,187,Business call,14,2024-03-22,False,"Hi, this is regarding your job application."
7236335471,Not Spam,Business,0,0,Jaipur,Evening,275,Helpful service,26,2024-02-04,False,"Hello, this is about your subscription."
6502565546,Spam,Scammer,2,5,Chennai,Afternoon,276,Unwanted sales,60,2024-05-17,False,Important notice about your account security.
8452988302,Not Spam,Service,0,0,Unknown,Night,414,Helpful service,10,2024-12-05,False,This is your delivery service.
8224822308,Spam,Telemarketer,3,0,Pune,Morning,196,Scam alert,70,2024-11-10,False,We have an exclusive offer for you today.
6382761332,Spam,Survey,9,2,Unknown,Morning,312,Not sure,72,2024-12-12,True,Your opinion matters to us.
8473939810,Not Spam,Personal,0,1,Mumbai,Morning,554,Important call,29,2024-06-22,False,This is your delivery service.
9218075399,Spam,Scammer,18,2,Unknown,Afternoon,49,Not sure,75,2024-07-22,True,Important notice about your account security.
6019003156,Not Spam,None,0,0,Unknown,Afternoon,122,Helpful service,20,2024-04-06,False,About your recent service request.
9701725018,Spam,Scammer,3,1,Delhi,Night,25,Unwanted sales,74,2024-09-02,True,Your bank account needs verification.
7467110724,Not Spam,None,0,0,Bangalore,Afternoon,591,Expected call,25,2024-12-15,False,Calling from your doctor's office.
8389051822,Not Spam,Business,0,0,Ahmedabad,Night,552,OK,20,2024-08-15,False,This is your bank calling to verify a transaction.
7923382543,Not Spam,Service,0,1,Unknown,Afternoon,568,Normal call,51,2024-12-11,False,Following up on your inquiry.
6763917250,Not Spam,Business,0,0,Mumbai,Night,231,Helpful service,21,2024-12-02,False,"Hello, calling to confirm your appointment."
7575294655,Spam,Scammer,2,2,Delhi,Night,517,Not sure,59,2024-09-04,False,You've won a prize in our lucky draw!
7310279913,Not Spam,Personal,0,0,Delhi,Night,325,OK,30,2024-06-14,True,Your requested callback about the service issue.
7662088421,Not Spam,Personal,0,0,Delhi,Night,286,Important call,26,2024-12-27,True,"Hello, calling to confirm your appointment."
7106275961,Not Spam,Business,0,0,Unknown,Afternoon,226,Normal call,40,2025-01-09,False,Calling from your doctor's office.
6365375033,Spam,Survey,0,1,Bangalore,Afternoon,442,Possible spam,77,2024-10-04,False,Would you like to participate in a quick survey?
7470502434,Not Spam,Personal,0,0,Unknown,Morning,549,Expected call,42,2024-10-12,False,About your recent service request.
9117323015,Not Spam,None,0,0,Unknown,Night,405,Business call,21,2024-12-16,False,Calling regarding your recent inquiry.
9200806477,Not Spam,Service,0,3,Unknown,Afternoon,461,Expected call,48,2024-06-16,False,Your requested callback about the service issue.
7312645023,Spam,Scammer,9,6,Unknown,Morning,405,Annoying call,72,2024-06-11,False,Important notice about your account security.
8191312829,Not Spam,None,0,0,Ahmedabad,Night,303,OK,45,2024-02-17,False,This is your bank calling to verify a transaction.
7797170481,Spam,Survey,5,5,Mumbai,Morning,17,Unwanted sales,92,2024-12-01,False,We're gathering customer feedback.
7751357473,Not Spam,Personal,0,0,Ahmedabad,Afternoon,306,Expected call,33,2024-07-30,False,This is your bank calling to verify a transaction.
7591109068,Not Spam,Personal,0,0,Bangalore,Afternoon,77,OK,28,2024-06-30,True,Calling from your doctor's office.
6488143911,Not Spam,Service,0,0,Unknown,Evening,150,Expected call,16,2024-10-15,True,Calling from your doctor's office.
7955861560,Not Spam,Business,0,0,Delhi,Morning,323,Important call,32,2024-07-06,True,This is your delivery service.
8465189214,Not Spam,Business,0,0,Delhi,Evening,347,Expected call,36,2024-09-18,True,"Hello, calling to confirm your appointment."
6002994996,Spam,Unknown,6,3,Delhi,Night,87,Scam alert,59,2024-12-26,False,We have an exclusive offer for you today.
9118848817,Not Spam,None,0,0,Ahmedabad,Morning,312,Business call,42,2025-01-14,True,About your recent service request.
8467965239,Not Spam,None,0,0,Kolkata,Afternoon,49,Genuine call,10,2024-06-14,True,This is about your recent purchase.
9730472154,Not Spam,Service,0,0,Unknown,Morning,527,Business call,42,2024-05-15,False,This is about your recent purchase.
8477269890,Not Spam,Business,0,0,Unknown,Evening,94,Expected call,37,2024-08-21,False,This is your bank calling to verify a transaction.
7572500857,Spam,Scammer,5,3,Unknown,Evening,999,Not sure,66,2024-02-07,False,You've won a prize in our lucky draw!
8004511770,Not Spam,Personal,0,0,Unknown,Morning,402,OK,36,2024-04-15,False,This is your bank calling to verify a transaction.
6177016961,Spam,Scammer,17,1,Ahmedabad,Morning,358,Scam alert,87,2024-05-08,False,You've won a prize in our lucky draw!
8340700453,Not Spam,Personal,0,0,Kolkata,Night,305,Helpful service,26,2024-10-28,False,Your requested callback about the service issue.
9339478071,Not Spam,None,0,0,Delhi,Evening,375,Important call,18,2024-09-27,False,This is about your recent purchase.
9970184057,Spam,Fraudulent Service,9,3,Hyderabad,Night,50,Possible spam,82,2024-06-05,True,Your computer might be infected.
8106650693,Not Spam,Personal,0,0,Chennai,Morning,129,OK,31,2024-08-05,False,This is your bank calling to verify a transaction.
8334551672,Not Spam,Service,0,0,Unknown,Evening,224,Genuine call,33,2024-09-29,False,Calling from your doctor's office.
9667607158,Not Spam,Personal,0,1,Ahmedabad,Evening,522,Expected call,41,2024-10-03,False,This is about your recent purchase.
6228323554,Not Spam,Business,0,1,Hyderabad,Afternoon,398,Business call,40,2024-07-26,True,This is a follow-up call.
9039702382,Not Spam,None,0,0,Chennai,Afternoon,265,OK,42,2024-12-26,True,Your requested callback about the service issue.
6467687755,Not Spam,Service,0,1,Ahmedabad,Evening,424,Genuine call,45,2024-06-28,False,Your requested callback about the service issue.
6658638431,Not Spam,Business,0,0,Mumbai,Afternoon,531,Important call,35,2024-02-07,True,This is your delivery service.
7272005165,Not Spam,None,0,0,Hyderabad,Morning,407,Business call,32,2024-12-31,False,"Hi, this is regarding your job application."
9728027256,Spam,Telemarketer,9,7,Mumbai,Morning,518,Scam alert,82,2024-04-13,True,We have an exclusive offer for you today.
6919232647,Not Spam,Business,0,0,Bangalore,Night,427,OK,28,2025-01-10,False,This is a follow-up call.
7744234934,Not Spam,None,0,0,Hyderabad,Afternoon,502,Genuine call,27,2024-02-04,False,We're calling about your account.
6207583291,Not Spam,Personal,0,1,Delhi,Evening,288,Important call,54,2024-11-26,True,About your recent service request.
9603521934,Not Spam,Service,0,0,Chennai,Morning,388,Business call,37,2024-05-21,True,We're calling about your account.
9822938393,Not Spam,None,0,0,Unknown,Morning,899,Important call,18,2024-05-27,False,Your requested callback about the service issue.
9987899532,Spam,Unknown,2,3,Jaipur,Evening,362,Suspicious call,83,2024-08-05,False,Special discount available only today!
9114762984,Not Spam,Personal,0,0,Mumbai,Morning,451,Business call,19,2024-08-25,False,Your requested callback about the service issue.
9969700902,Not Spam,Personal,0,0,Bangalore,Morning,332,Business call,20,2024-03-10,True,Your requested callback about the service issue.
8751754901,Not Spam,Personal,0,0,Jaipur,Morning,307,Business call,30,2024-07-29,False,"Hello, this is about your subscription."
9887700110,Not Spam,Service,0,1,Pune,Afternoon,169,Genuine call,20,2024-03-31,False,"Hi, this is regarding your job application."
6705418805,Not Spam,Service,0,0,Pune,Night,13,Helpful service,26,2024-05-25,False,This is about your recent purchase.
9675963585,Spam,Fraudulent Service,8,1,Unknown,Morning,172,Annoying call,83,2024-03-30,False,Calling regarding your recent inquiry.
8452844985,Spam,Survey,1,3,Hyderabad,Evening,150,Not sure,70,2024-04-29,False,Can you spare 5 minutes for a survey?
7315803890,Not Spam,Personal,0,0,Kolkata,Afternoon,437,Business call,43,2024-02-03,False,About your recent service request.
8691259197,Not Spam,None,0,1,Bangalore,Evening,310,Expected call,30,2024-11-18,False,About your recent service request.
6237942928,Not Spam,Business,0,1,Bangalore,Night,69,Important call,41,2024-06-28,False,This is your delivery service.
8672761492,Not Spam,None,0,0,Unknown,Afternoon,527,OK,32,2024-12-28,False,Important information about your service.
6114133000,Spam,Scammer,2,0,Bangalore,Evening,60,Not sure,83,2024-05-13,False,Your bank account needs verification.
9169067188,Spam,Unknown,11,3,Chennai,Night,307,Telemarketing spam,64,2024-12-15,False,Calling regarding your recent inquiry.
7894737695,Not Spam,Service,0,2,Unknown,Evening,283,Genuine call,35,2024-07-13,True,"Hello, calling to confirm your appointment."
8460718839,Not Spam,Service,0,1,Delhi,Afternoon,322,Normal call,49,2024-03-20,False,"Hello, calling to confirm your appointment."
6557130350,Not Spam,Personal,0,0,Bangalore,Night,399,OK,19,2024-06-14,False,"Hello, this is about your subscription."
7912108580,Spam,Telemarketer,6,2,Mumbai,Afternoon,182,Suspicious call,63,2025-01-09,True,"Hello, we're offering a great deal on credit cards with zero annual fees!"
6063578303,Not Spam,Service,0,0,Unknown,Morning,556,Normal call,47,2024-04-29,False,Calling from your doctor's office.
6813981668,Not Spam,None,0,0,Kolkata,Afternoon,541,Normal call,49,2024-06-05,False,This is about your recent purchase.
8823843945,Not Spam,Business,0,0,Unknown,Morning,487,Helpful service,42,2024-09-13,True,This is your bank calling to verify a transaction.
6685459662,Spam,Telemarketer,1,7,Delhi,Afternoon,201,Unwanted sales,55,2024-02-10,True,"Hello, we're offering a great deal on credit cards with zero annual fees!"
9384114326,Not Spam,Business,0,0,Chennai,Morning,142,Helpful service,38,2024-12-04,False,This is your delivery service.
6044150291,Not Spam,Personal,0,0,Unknown,Morning,48,Helpful service,52,2024-05-16,False,Your requested callback about the service issue.
7206366864,Spam,Unknown,1,1,Pune,Afternoon,428,Not sure,64,2024-03-15,False,Special discount available only today!
8946311658,Not Spam,Personal,0,0,Unknown,Afternoon,544,Genuine call,30,2024-07-02,True,About your recent service request.
6792770618,Not Spam,Service,0,0,Pune,Evening,43,Genuine call,44,2024-03-14,True,"Hi, this is regarding your job application."
6700227321,Not Spam,Business,0,0,Ahmedabad,Afternoon,508,Expected call,20,2024-07-28,True,"Hello, calling to confirm your appointment."
9654668279,Not Spam,Service,0,0,Bangalore,Morning,244,Important call,39,2024-03-20,False,Your requested callback about the service issue.
8918928018,Not Spam,Service,0,0,Unknown,Afternoon,171,Helpful service,27,2025-01-14,False,This is your bank calling to verify a transaction.
6288582784,Not Spam,Personal,0,0,Ahmedabad,Evening,1034,OK,42,2024-10-05,True,This is your delivery service.
7073492165,Spam,Fraudulent Service,4,3,Pune,Night,357,Annoying call,62,2024-05-06,True,This is a follow-up call.
7974114097,Not Spam,None,0,1,Mumbai,Evening,170,OK,43,2024-07-24,False,Calling regarding your recent inquiry.
8300052940,Not Spam,Personal,0,1,Ahmedabad,Morning,714,Business call,43,2024-12-03,False,About your recent service request.
7485295530,Not Spam,Service,0,0,Kolkata,Evening,523,Genuine call,29,2024-04-10,False,This is your delivery service.
6803413031,Spam,Unknown,9,0,Chennai,Morning,153,Scam alert,62,2025-01-03,False,We have an exclusive offer for you today.
8985883884,Not Spam,Business,0,0,Unknown,Night,719,Business call,21,2024-10-30,False,"Hi, this is regarding your job application."
6678390793,Not Spam,Service,0,0,Chennai,Morning,408,OK,43,2024-05-29,False,This is your delivery service.
6134575021,Not Spam,Service,0,1,Unknown,Evening,515,Business call,25,2024-08-12,True,"Hi, this is regarding your job application."
6808686593,Spam,Telemarketer,6,5,Bangalore,Evening,1149,Telemarketing spam,84,2024-10-05,False,"Hello, we're offering a great deal on credit cards with zero annual fees!"
6728519888,Not Spam,Service,0,1,Chennai,Afternoon,852,Genuine call,48,2025-01-11,True,About your recent service request.
7575913957,Spam,Fraudulent Service,0,3,Hyderabad,Night,896,Suspicious call,77,2024-12-19,True,We're calling about your account.
9793103482,Not Spam,Business,0,0,Unknown,Night,254,Normal call,16,2024-09-29,False,Calling from your doctor's office.
6061296587,Spam,Unknown,12,6,Unknown,Night,560,Possible spam,61,2024-09-19,False,Are you interested in saving money on your utility bills?
8787869597,Not Spam,Service,0,0,Bangalore,Evening,501,Business call,42,2025-01-03,True,Following up on your inquiry.
6756538430,Not Spam,Personal,0,0,Unknown,Morning,136,Genuine call,27,2024-06-20,False,Your requested callback about the service issue.
7132860841,Not Spam,None,0,0,Mumbai,Afternoon,173,Helpful service,19,2024-05-19,True,About your recent service request.
7432588106,Spam,Fraudulent Service,6,0,Unknown,Morning,371,Suspicious call,81,2024-02-28,False,We detected suspicious activity.
7889015641,Not Spam,Service,0,0,Ahmedabad,Evening,326,Expected call,31,2024-09-03,False,Calling from your doctor's office.
7644125699,Not Spam,Personal,0,0,Jaipur,Afternoon,545,Important call,47,2024-08-30,False,Important information about your service.
6919519268,Not Spam,None,0,1,Chennai,Morning,482,Normal call,22,2024-05-22,True,This is your delivery service.
8885632738,Spam,Fraudulent Service,17,2,Delhi,Afternoon,107,Unwanted sales,57,2024-08-25,True,We detected suspicious activity.
7944953891,Not Spam,None,0,0,Ahmedabad,Evening,1200,Genuine call,18,2024-02-15,False,"Hi, this is regarding your job application."
9751385393,Spam,Survey,11,0,Pune,Evening,256,Suspicious call,84,2024-03-29,False,Your opinion matters to us.
6888047593,Spam,Telemarketer,6,5,Ahmedabad,Morning,180,Unwanted sales,57,2024-02-04,True,Special discount available only today!
7681624224,Spam,Fraudulent Service,7,0,Bangalore,Afternoon,361,Unwanted sales,76,2024-04-27,False,Your social security number needs verification.
9631461695,Not Spam,Service,0,0,Mumbai,Afternoon,132,OK,24,2024-12-27,False,This is a follow-up call.
7901763878,Not Spam,Service,0,0,Delhi,Evening,206,Expected call,35,2024-09-23,True,This is your bank calling to verify a transaction.
9343213935,Not Spam,Personal,0,0,Mumbai,Afternoon,298,Genuine call,33,2024-10-07,True,This is your delivery service.
7708507168,Spam,Telemarketer,5,3,Unknown,Evening,372,Possible spam,90,2024-08-05,False,Calling regarding your recent inquiry.
8582051342,Not Spam,None,0,0,Bangalore,Morning,114,Helpful service,42,2024-11-29,False,Your requested callback about the service issue.
7807718348,Not Spam,Personal,0,0,Delhi,Afternoon,556,Expected call,17,2024-02-21,False,This is your delivery service.
6880857149,Not Spam,Business,0,0,Hyderabad,Afternoon,556,Genuine call,32,2024-06-06,False,Your requested callback about the service issue.
7991251989,Spam,Fraudulent Service,13,2,Jaipur,Morning,32,Unwanted sales,65,2024-03-30,False,We detected suspicious activity.
9242329623,Not Spam,None,0,0,Kolkata,Night,281,Expected call,50,2024-05-02,False,"Hi, this is regarding your job application."
8153773990,Spam,Scammer,16,10,Unknown,Morning,291,Annoying call,72,2024-09-06,True,Your bank account needs verification.
7600538348,Not Spam,Business,0,0,Hyderabad,Morning,463,Normal call,23,2025-01-12,False,Following up on your inquiry.
7817069207,Spam,Fraudulent Service,4,9,Kolkata,Night,303,Scam alert,87,2024-09-12,False,Urgent action required on your account.
8475016581,Spam,Fraudulent Service,6,1,Hyderabad,Morning,205,Telemarketing spam,93,2024-12-05,True,Your social security number needs verification.
9275007858,Spam,Unknown,5,1,Bangalore,Night,392,Telemarketing spam,74,2024-10-28,True,We have an exclusive offer for you today.
7263892615,Not Spam,Personal,0,0,Ahmedabad,Evening,460,Important call,35,2024-11-03,True,This is your bank calling to verify a transaction.
7968072513,Not Spam,None,0,0,Chennai,Afternoon,948,Expected call,30,2024-04-15,True,We're calling about your account.
6680578745,Spam,Unknown,1,3,Delhi,Evening,221,Possible spam,79,2024-12-06,False,Are you interested in saving money on your utility bills?
9867351146,Spam,Telemarketer,2,1,Unknown,Night,132,Suspicious call,71,2024-03-09,True,We have an exclusive offer for you today.
7557598491,Not Spam,Personal,0,0,Jaipur,Morning,287,Business call,30,2024-10-17,False,This is your delivery service.
9280567957,Spam,Scammer,10,4,Hyderabad,Afternoon,491,Annoying call,61,2024-03-08,False,You've won a prize in our lucky draw!
7893875043,Not Spam,Personal,0,0,Ahmedabad,Morning,465,Normal call,30,2024-10-27,False,Following up on your inquiry.
8169845488,Not Spam,None,0,0,Hyderabad,Afternoon,240,OK,45,2024-11-17,False,This is about your recent purchase.
8082068823,Not Spam,None,0,0,Pune,Night,77,OK,34,2024-02-28,False,This is about your recent purchase.
8719289727,Not Spam,Business,0,0,Jaipur,Night,180,Important call,9,2024-06-14,False,About your recent service request.
8589398912,Not Spam,Personal,0,1,Hyderabad,Evening,589,Business call,43,2024-11-29,False,About your recent service request.
8447035072,Not Spam,Personal,0,0,Kolkata,Night,460,Normal call,34,2024-10-31,True,Your requested callback about the service issue.
8803482539,Not Spam,Service,0,0,Hyderabad,Evening,128,Expected call,25,2024-03-13,False,This is your bank calling to verify a transaction.
9097886046,Not Spam,Business,0,0,Unknown,Evening,362,Helpful service,22,2024-06-14,True,"Hello, calling to confirm your appointment."
8792876544,Not Spam,None,0,3,Pune,Evening,306,Business call,37,2025-01-14,False,Important information about your service.
8604311727,Not Spam,Business,0,1,Bangalore,Morning,377,Genuine call,40,2025-01-23,False,This is about your recent purchase.
9591810839,Not Spam,Service,0,0,Mumbai,Morning,570,Expected call,25,2024-04-19,False,This is your delivery service.
9107938762,Spam,Fraudulent Service,1,0,Pune,Afternoon,44,Telemarketing spam,75,2024-11-05,False,Your computer might be infected.
6981914368,Not Spam,Service,0,0,Bangalore,Night,323,Business call,51,2024-11-30,False,Calling from your doctor's office.
9363206079,Not Spam,Personal,0,0,Jaipur,Morning,290,Normal call,34,2025-01-18,True,"Hi, this is regarding your job application."
6242582924,Not Spam,Personal,0,0,Hyderabad,Evening,167,Genuine call,33,2024-04-22,False,"Hello, calling to confirm your appointment."
8500190199,Not Spam,None,0,1,Unknown,Night,486,Genuine call,20,2024-10-31,False,"Hi, this is regarding your job application."
9783411415,Spam,Scammer,2,5,Unknown,Afternoon,64,Annoying call,60,2024-04-22,False,Important notice about your account security.
9059569797,Not Spam,Service,0,0,Hyderabad,Evening,193,Normal call,39,2025-01-05,True,Following up on your inquiry.
9944156217,Not Spam,None,0,0,Bangalore,Afternoon,543,Normal call,42,2024-08-17,False,About your recent service request.
6433616634,Not Spam,Personal,0,0,Chennai,Evening,60,OK,45,2024-07-26,True,About your recent service request.
6122814634,Not Spam,Service,0,0,Ahmedabad,Morning,203,Business call,8,2024-03-17,True,"Hello, calling to confirm your appointment."
7141916729,Spam,Fraudulent Service,7,13,Kolkata,Night,377,Possible spam,69,2024-10-19,False,Urgent action required on your account.
8898629774,Spam,Telemarketer,12,1,Ahmedabad,Afternoon,491,Scam alert,65,2024-08-21,False,Special discount available only today!
9535153909,Spam,Unknown,1,6,Hyderabad,Night,339,Possible spam,87,2024-05-29,False,Are you interested in saving money on your utility bills?
7042920102,Not Spam,Service,0,0,Kolkata,Morning,985,Genuine call,14,2024-02-08,False,"Hi, this is regarding your job application."
6722542849,Spam,Fraudulent Service,7,3,Jaipur,Evening,123,Suspicious call,72,2024-04-22,True,We detected suspicious activity.
6411136928,Not Spam,Service,0,0,Kolkata,Evening,928,Helpful service,37,2024-11-06,False,This is about your recent purchase.
8988766880,Not Spam,Business,0,0,Mumbai,Night,240,Helpful service,27,2024-06-13,True,"Hi, this is regarding your job application."
6934212801,Spam,Survey,4,5,Pune,Morning,558,Scam alert,72,2024-11-29,False,We're gathering customer feedback.
7687924839,Not Spam,Service,0,0,Pune,Evening,350,Normal call,30,2024-08-11,False,This is about your recent purchase.
6499359851,Not Spam,None,0,0,Hyderabad,Evening,563,Expected call,19,2024-07-12,False,Calling from your doctor's office.
7543080381,Not Spam,Business,0,0,Unknown,Morning,312,Important call,22,2024-02-02,True,"Hi, this is regarding your job application."
6401715206,Not Spam,Service,0,0,Ahmedabad,Morning,47,OK,25,2024-08-11,True,Calling from your doctor's office.
7479465611,Spam,Fraudulent Service,13,0,Ahmedabad,Morning,259,Unwanted sales,82,2024-05-26,True,We detected suspicious activity.
8519484115,Spam,Fraudulent Service,3,1,Delhi,Afternoon,283,Annoying call,72,2024-02-02,True,Urgent action required on your account.
8188177159,Not Spam,Personal,0,0,Chennai,Evening,553,Business call,25,2024-02-06,False,"Hello, calling to confirm your appointment."
7428102227,Not Spam,Service,0,0,Mumbai,Afternoon,369,Business call,35,2024-06-15,True,"Hi, this is regarding your job application."
8917585681,Not Spam,Personal,0,0,Unknown,Night,276,Helpful service,46,2024-05-07,False,This is about your recent purchase.
8108086869,Not Spam,Business,0,0,Kolkata,Evening,493,Important call,12,2024-05-31,False,This is about your recent purchase.
8604070263,Spam,Telemarketer,15,4,Ahmedabad,Morning,400,Possible spam,58,2024-04-02,False,Calling regarding your recent inquiry.
6686422559,Not Spam,Personal,0,0,Delhi,Morning,875,Genuine call,42,2024-05-23,False,This is your bank calling to verify a transaction.
9129298105,Not Spam,Personal,0,0,Mumbai,Evening,68,Expected call,35,2024-05-02,False,This is your delivery service.
7381107809,Not Spam,None,0,0,Unknown,Morning,992,Genuine call,34,2024-04-27,False,This is your delivery service.
7945203444,Not Spam,Service,0,0,Hyderabad,Morning,488,Important call,9,2025-01-15,False,This is about your recent purchase.
6310928985,Not Spam,None,0,0,Bangalore,Evening,417,OK,23,2025-01-20,False,This is your delivery service.
8376744523,Spam,Fraudulent Service,7,1,Ahmedabad,Morning,445,Suspicious call,62,2024-09-15,True,Your social security number needs verification.
8447259974,Not Spam,Personal,0,2,Unknown,Night,716,Helpful service,17,2025-01-06,True,"Hi, this is regarding your job application."
8300768704,Not Spam,Service,0,0,Ahmedabad,Morning,346,Normal call,40,2024-08-04,False,This is your bank calling to verify a transaction.
6154300579,Not Spam,Service,0,0,Hyderabad,Night,17,Important call,9,2024-12-15,False,This is your bank calling to verify a transaction.
7964135386,Not Spam,Service,0,1,Unknown,Night,446,Important call,23,2024-11-14,True,Your requested callback about the service issue.
7535030266,Not Spam,Business,0,0,Unknown,Evening,575,Expected call,36,2024-03-18,False,Calling from your doctor's office.
9118569007,Not Spam,Service,0,0,Unknown,Afternoon,192,Genuine call,35,2024-06-30,True,This is your delivery service.
8605604633,Not Spam,Business,0,0,Pune,Morning,397,Expected call,34,2024-08-24,False,Calling from your doctor's office.
6661545381,Not Spam,Business,0,0,Mumbai,Afternoon,1053,Important call,29,2024-05-08,False,Your requested callback about the service issue.
6560980263,Not Spam,Business,0,0,Unknown,Morning,107,OK,30,2024-03-24,False,Your requested callback about the service issue.
6607067220,Not Spam,Business,0,0,Unknown,Morning,242,OK,27,2024-10-04,False,"Hello, this is about your subscription."
8816882711,Spam,Unknown,2,1,Bangalore,Night,259,Unwanted sales,83,2025-01-20,True,Important information about your service.
6271331322,Not Spam,Service,0,1,Kolkata,Morning,448,Helpful service,30,2024-04-08,True,Your requested callback about the service issue.
